/pscratch/sd/e/es_lh/nanoGPT/DP/train_logger.py:212: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
Overriding config with /pscratch/sd/e/es_lh/nanoGPT/config/train_shakespeare_char.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
block_size = 256 # context of up to 256 previous characters
gradient_accumulation_steps = 4 # 1 gpu: 1 # 1 node: 4 # 2 nodes: 8
batch_size = 16 # 1 gpu: 64 # 1 node: 16 # 2 nodes: 8

# baby GPT model :)
n_layer = 24
n_head = 16 # to make it balance with tp
n_embd = 1024
dropout = 0.2

learning_rate = 1e-4 # with baby networks can afford to go a bit higher # 1e-3 initially
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-5 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

model_parallel = 4
tensor_parallel = 4

tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 302.11M
num decayed parameter tensors: 98, with 302,318,592 parameters
num non-decayed parameter tensors: 49, with 50,176 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
[RunLogger] Model params: 302,368,768 (302.37 M), weights ~ 1.126 GB, full train state ~ 4.506 GB (theoretical)
step 0: train loss 4.3597, val loss 4.3554
iter 0: loss 4.3952, time 55913.47ms, mfu -100.00%
iter 10: loss 3.2308, time 250.67ms, mfu 39.55%
iter 20: loss 2.7896, time 250.69ms, mfu 39.55%
iter 30: loss 2.5993, time 250.68ms, mfu 39.55%
iter 40: loss 2.5960, time 250.81ms, mfu 39.55%
iter 50: loss 2.5857, time 250.60ms, mfu 39.55%
iter 60: loss 2.5503, time 250.74ms, mfu 39.55%
iter 70: loss 2.5354, time 250.59ms, mfu 39.55%
iter 80: loss 2.4886, time 250.75ms, mfu 39.55%
iter 90: loss 2.4524, time 250.60ms, mfu 39.55%
iter 100: loss 2.4435, time 250.70ms, mfu 39.55%
iter 110: loss 2.4732, time 250.77ms, mfu 39.55%
iter 120: loss 2.4733, time 250.57ms, mfu 39.55%
iter 130: loss 2.4469, time 250.58ms, mfu 39.56%
iter 140: loss 2.4416, time 250.56ms, mfu 39.56%
iter 150: loss 2.4029, time 250.68ms, mfu 39.56%
iter 160: loss 2.3786, time 250.62ms, mfu 39.56%
iter 170: loss 2.3795, time 250.59ms, mfu 39.56%
iter 180: loss 2.3516, time 250.72ms, mfu 39.56%
iter 190: loss 2.3271, time 250.57ms, mfu 39.56%
iter 200: loss 2.3081, time 250.65ms, mfu 39.56%
iter 210: loss 2.2823, time 250.73ms, mfu 39.56%
iter 220: loss 2.2314, time 250.61ms, mfu 39.56%
iter 230: loss 2.2219, time 250.57ms, mfu 39.56%
iter 240: loss 2.1554, time 250.79ms, mfu 39.56%
step 250: train loss 2.1112, val loss 2.1698
saving checkpoint to out-shakespeare-char
iter 250: loss 2.1887, time 12998.53ms, mfu 35.68%
iter 260: loss 2.1300, time 250.60ms, mfu 36.07%
iter 270: loss 2.1279, time 250.62ms, mfu 36.42%
iter 280: loss 2.0260, time 250.63ms, mfu 36.73%
iter 290: loss 2.0885, time 250.67ms, mfu 37.01%
iter 300: loss 2.0772, time 250.61ms, mfu 37.27%
iter 310: loss 2.0617, time 250.59ms, mfu 37.50%
iter 320: loss 1.9436, time 250.61ms, mfu 37.70%
iter 330: loss 1.9103, time 250.65ms, mfu 37.89%
iter 340: loss 1.9493, time 250.81ms, mfu 38.05%
iter 350: loss 1.9280, time 250.55ms, mfu 38.21%
iter 360: loss 1.9469, time 250.55ms, mfu 38.34%
iter 370: loss 1.8196, time 250.53ms, mfu 38.47%
iter 380: loss 1.8364, time 250.70ms, mfu 38.57%
iter 390: loss 1.8706, time 250.61ms, mfu 38.67%
iter 400: loss 1.8260, time 250.58ms, mfu 38.76%
iter 410: loss 1.8768, time 250.68ms, mfu 38.84%
iter 420: loss 1.7260, time 250.68ms, mfu 38.91%
iter 430: loss 1.7565, time 250.55ms, mfu 38.98%
iter 440: loss 1.7416, time 250.52ms, mfu 39.04%
iter 450: loss 1.6682, time 250.68ms, mfu 39.09%
iter 460: loss 1.7305, time 250.46ms, mfu 39.14%
iter 470: loss 1.6629, time 250.53ms, mfu 39.18%
iter 480: loss 1.6538, time 250.64ms, mfu 39.22%
iter 490: loss 1.6359, time 250.70ms, mfu 39.25%
step 500: train loss 1.5919, val loss 1.7884
saving checkpoint to out-shakespeare-char
iter 500: loss 1.6141, time 13803.33ms, mfu 35.40%
iter 510: loss 1.6832, time 250.72ms, mfu 35.82%
iter 520: loss 1.6236, time 250.71ms, mfu 36.19%
iter 530: loss 1.5916, time 250.69ms, mfu 36.52%
iter 540: loss 1.6602, time 250.75ms, mfu 36.83%
iter 550: loss 1.6144, time 250.72ms, mfu 37.10%
iter 560: loss 1.5780, time 250.60ms, mfu 37.35%
iter 570: loss 1.5366, time 250.55ms, mfu 37.57%
iter 580: loss 1.6150, time 250.73ms, mfu 37.77%
iter 590: loss 1.5570, time 250.70ms, mfu 37.94%
iter 600: loss 1.5192, time 250.70ms, mfu 38.10%
iter 610: loss 1.5285, time 250.73ms, mfu 38.25%
iter 620: loss 1.5768, time 250.48ms, mfu 38.38%
iter 630: loss 1.5602, time 250.60ms, mfu 38.50%
iter 640: loss 1.4179, time 250.58ms, mfu 38.61%
iter 650: loss 1.5309, time 250.59ms, mfu 38.70%
iter 660: loss 1.5210, time 250.75ms, mfu 38.79%
iter 670: loss 1.4702, time 250.82ms, mfu 38.86%
iter 680: loss 1.4976, time 250.80ms, mfu 38.93%
iter 690: loss 1.4639, time 250.79ms, mfu 38.99%
iter 700: loss 1.4616, time 250.69ms, mfu 39.05%
iter 710: loss 1.4406, time 250.81ms, mfu 39.09%
iter 720: loss 1.4584, time 250.84ms, mfu 39.14%
iter 730: loss 1.3623, time 250.79ms, mfu 39.18%
