/pscratch/sd/e/es_lh/nanoGPT/DP/train_logger.py:212: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
Overriding config with /pscratch/sd/e/es_lh/nanoGPT/config/train_shakespeare_char.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
block_size = 256 # context of up to 256 previous characters
gradient_accumulation_steps = 4 # 1 gpu: 1 # 1 node: 4 # 2 nodes: 8
batch_size = 16 # 1 gpu: 64 # 1 node: 16 # 2 nodes: 8

# baby GPT model :)
n_layer = 32
n_head =24 # to make it balance with tp
n_embd = 1536
dropout = 0.2

learning_rate = 1e-4 # with baby networks can afford to go a bit higher # 1e-3 initially
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-5 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

model_parallel = 4
tensor_parallel = 4

tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 906.17M
num decayed parameter tensors: 130, with 906,462,720 parameters
num non-decayed parameter tensors: 65, with 99,840 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
[RunLogger] Model params: 906,562,560 (906.56 M), weights ~ 3.377 GB, full train state ~ 13.509 GB (theoretical)
step 0: train loss 4.3041, val loss 4.3138
iter 0: loss 4.3627, time 89481.47ms, mfu -100.00%
iter 10: loss 3.3878, time 578.30ms, mfu 50.74%
iter 20: loss 2.9770, time 578.54ms, mfu 50.74%
iter 30: loss 2.7442, time 579.48ms, mfu 50.73%
iter 40: loss 2.7130, time 579.28ms, mfu 50.72%
iter 50: loss 2.5553, time 578.95ms, mfu 50.72%
iter 60: loss 2.5143, time 579.34ms, mfu 50.71%
iter 70: loss 2.5127, time 579.08ms, mfu 50.71%
iter 80: loss 2.4986, time 579.84ms, mfu 50.70%
iter 90: loss 2.4763, time 579.94ms, mfu 50.69%
iter 100: loss 2.5444, time 580.12ms, mfu 50.68%
iter 110: loss 2.4922, time 579.60ms, mfu 50.67%
iter 120: loss 2.4964, time 579.55ms, mfu 50.67%
iter 130: loss 2.4479, time 579.72ms, mfu 50.66%
iter 140: loss 2.4932, time 580.43ms, mfu 50.65%
iter 150: loss 2.4183, time 579.96ms, mfu 50.65%
iter 160: loss 2.4488, time 579.92ms, mfu 50.64%
iter 170: loss 2.4123, time 580.04ms, mfu 50.64%
iter 180: loss 2.3628, time 580.92ms, mfu 50.62%
iter 190: loss 2.3127, time 579.66ms, mfu 50.62%
iter 200: loss 2.3037, time 580.50ms, mfu 50.62%
iter 210: loss 2.2575, time 580.38ms, mfu 50.61%
iter 220: loss 2.2825, time 580.10ms, mfu 50.61%
iter 230: loss 2.2545, time 580.54ms, mfu 50.60%
iter 240: loss 2.1438, time 579.59ms, mfu 50.61%
step 250: train loss 2.1158, val loss 2.1843
saving checkpoint to out-shakespeare-char
iter 250: loss 2.1348, time 36290.64ms, mfu 45.63%
iter 260: loss 2.1448, time 579.07ms, mfu 46.13%
iter 270: loss 2.1456, time 579.96ms, mfu 46.58%
iter 280: loss 2.0892, time 579.65ms, mfu 46.98%
iter 290: loss 2.0131, time 580.85ms, mfu 47.34%
iter 300: loss 1.9942, time 580.30ms, mfu 47.66%
iter 310: loss 1.9654, time 579.92ms, mfu 47.95%
iter 320: loss 1.9132, time 581.01ms, mfu 48.21%
iter 330: loss 1.8955, time 581.10ms, mfu 48.44%
iter 340: loss 1.9133, time 580.47ms, mfu 48.65%
iter 350: loss 1.9002, time 580.39ms, mfu 48.84%
iter 360: loss 1.8675, time 580.69ms, mfu 49.01%
iter 370: loss 1.8327, time 580.84ms, mfu 49.16%
iter 380: loss 1.7585, time 580.35ms, mfu 49.30%
iter 390: loss 1.8123, time 580.50ms, mfu 49.43%
iter 400: loss 1.7560, time 579.92ms, mfu 49.54%
iter 410: loss 1.6785, time 580.00ms, mfu 49.65%
iter 420: loss 1.6869, time 581.17ms, mfu 49.73%
iter 430: loss 1.6901, time 579.64ms, mfu 49.82%
iter 440: loss 1.6922, time 580.98ms, mfu 49.89%
iter 450: loss 1.6960, time 580.87ms, mfu 49.95%
iter 460: loss 1.6873, time 580.76ms, mfu 50.01%
iter 470: loss 1.7263, time 580.32ms, mfu 50.07%
iter 480: loss 1.6018, time 580.35ms, mfu 50.12%
iter 490: loss 1.5458, time 580.32ms, mfu 50.16%
step 500: train loss 1.5812, val loss 1.7662
saving checkpoint to out-shakespeare-char
iter 500: loss 1.6318, time 35790.94ms, mfu 45.23%
iter 510: loss 1.6026, time 580.28ms, mfu 45.76%
iter 520: loss 1.5333, time 580.28ms, mfu 46.24%
iter 530: loss 1.5640, time 580.66ms, mfu 46.67%
iter 540: loss 1.6111, time 580.54ms, mfu 47.06%
iter 550: loss 1.5978, time 580.07ms, mfu 47.41%
iter 560: loss 1.5624, time 579.76ms, mfu 47.73%
iter 570: loss 1.5472, time 580.30ms, mfu 48.02%
iter 580: loss 1.5650, time 579.60ms, mfu 48.28%
iter 590: loss 1.5563, time 579.84ms, mfu 48.51%
iter 600: loss 1.4815, time 580.02ms, mfu 48.72%
iter 610: loss 1.4566, time 580.67ms, mfu 48.90%
iter 620: loss 1.5914, time 580.73ms, mfu 49.06%
iter 630: loss 1.4614, time 580.27ms, mfu 49.21%
iter 640: loss 1.5015, time 581.11ms, mfu 49.34%
iter 650: loss 1.4267, time 580.50ms, mfu 49.46%
iter 660: loss 1.4790, time 579.95ms, mfu 49.58%
iter 670: loss 1.4443, time 580.62ms, mfu 49.67%
iter 680: loss 1.4154, time 580.63ms, mfu 49.76%
iter 690: loss 1.4403, time 580.21ms, mfu 49.84%
iter 700: loss 1.4046, time 580.60ms, mfu 49.91%
iter 710: loss 1.3773, time 580.67ms, mfu 49.97%
iter 720: loss 1.3248, time 580.91ms, mfu 50.03%
iter 730: loss 1.3935, time 581.11ms, mfu 50.07%
