***************************************************************************
                          NOTICE TO USERS

Lawrence Berkeley National Laboratory operates this computer system under 
contract to the U.S. Department of Energy.  This computer system is the 
property of the United States Government and is for authorized use only.
Users (authorized or unauthorized) have no explicit or implicit 
expectation of privacy.

Any or all uses of this system and all files on this system may be
intercepted, monitored, recorded, copied, audited, inspected, and disclosed
to authorized site, Department of Energy, and law enforcement personnel,
as well as authorized officials of other agencies, both domestic and foreign.
By using this system, the user consents to such interception, monitoring,
recording, copying, auditing, inspection, and disclosure at the discretion
of authorized site or Department of Energy personnel.

Unauthorized or improper use of this system may result in administrative
disciplinary action and civil and criminal penalties. By continuing to use
this system you indicate your awareness of and consent to these terms and
conditions of use. LOG OFF IMMEDIATELY if you do not agree to the conditions
stated in this warning.

*****************************************************************************

Login connection to host x1000c2s6b0n0:

[2025-12-11 10:55:34,629] [INFO] [runner.py:515:main] Using IP address of 10.100.0.47 for node nid001088
[2025-12-11 10:55:34,629] [INFO] [runner.py:630:main] cmd = /pscratch/sd/e/es_lh/venv/dist_dl_hw/bin/python -u -m deepspeed.launcher.launch --world_info=eyJuaWQwMDEwODgiOiBbMCwgMSwgMiwgM119 --master_addr=10.100.0.47 --master_port=29500 --enable_each_rank_log=None --log_level=info train_ds_logger.py --wandb_log True
[2025-12-11 10:55:42,138] [INFO] [launch.py:155:main] 0 NCCL_NET_GDR_LEVEL=PHB
[2025-12-11 10:55:42,138] [INFO] [launch.py:155:main] 0 NCCL_SOCKET_IFNAME=hsn
[2025-12-11 10:55:42,138] [INFO] [launch.py:162:main] WORLD INFO DICT: {'nid001088': [0, 1, 2, 3]}
[2025-12-11 10:55:42,138] [INFO] [launch.py:168:main] nnodes=1, num_local_procs=4, node_rank=0
[2025-12-11 10:55:42,138] [INFO] [launch.py:179:main] global_rank_mapping=defaultdict(<class 'list'>, {'nid001088': [0, 1, 2, 3]})
[2025-12-11 10:55:42,138] [INFO] [launch.py:180:main] dist_world_size=4
[2025-12-11 10:55:42,138] [INFO] [launch.py:184:main] Setting CUDA_VISIBLE_DEVICES=0,1,2,3
[2025-12-11 10:55:42,156] [INFO] [launch.py:272:main] process 235480 spawned with command: ['/pscratch/sd/e/es_lh/venv/dist_dl_hw/bin/python', '-u', 'train_ds_logger.py', '--local_rank=0', '--wandb_log', 'True']
[2025-12-11 10:55:42,172] [INFO] [launch.py:272:main] process 235481 spawned with command: ['/pscratch/sd/e/es_lh/venv/dist_dl_hw/bin/python', '-u', 'train_ds_logger.py', '--local_rank=1', '--wandb_log', 'True']
[2025-12-11 10:55:42,188] [INFO] [launch.py:272:main] process 235482 spawned with command: ['/pscratch/sd/e/es_lh/venv/dist_dl_hw/bin/python', '-u', 'train_ds_logger.py', '--local_rank=2', '--wandb_log', 'True']
[2025-12-11 10:55:42,204] [INFO] [launch.py:272:main] process 235483 spawned with command: ['/pscratch/sd/e/es_lh/venv/dist_dl_hw/bin/python', '-u', 'train_ds_logger.py', '--local_rank=3', '--wandb_log', 'True']
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 906.17M
num decayed parameter tensors: 130, with 906,462,720 parameters
num non-decayed parameter tensors: 65, with 99,840 parameters
using fused AdamW: True
number of parameters: 906.17M
num decayed parameter tensors: 130, with 906,462,720 parameters
num non-decayed parameter tensors: 65, with 99,840 parameters
using fused AdamW: True
number of parameters: 906.17M
num decayed parameter tensors: 130, with 906,462,720 parameters
num non-decayed parameter tensors: 65, with 99,840 parameters
using fused AdamW: True
number of parameters: 906.17M
num decayed parameter tensors: 130, with 906,462,720 parameters
num non-decayed parameter tensors: 65, with 99,840 parameters
using fused AdamW: True
[RunLogger] Model params: 906,562,560 (906.56 M), weights ~ 3.377 GB, full train state ~ 13.509 GB (theoretical)
[2025-12-11 10:56:12,719] [WARNING] [torch_autocast.py:124:autocast_if_enabled] torch.autocast is enabled outside DeepSpeed but disabled within the DeepSpeed engine. If you are using DeepSpeed's built-in mixed precision, the engine will follow the settings in bf16/fp16 section. To use torch's native autocast instead, configure the `torch_autocast` section in the DeepSpeed config.
step 0: train loss 4.3051, val loss 4.3148
iter 0: loss 4.3387, time 33998.88ms, mfu -100.00%, comm 0.0000s (0.0%), BW 0.00 GB/s, collectives 0, tokens/s 481.9, gpu_util 95.8%
iter 10: loss 8.3582, time 307.31ms, mfu 23.87%, comm 0.0000s (0.0%), BW 0.00 GB/s, collectives 0, tokens/s 53313.5, gpu_util 99.0%
iter 20: loss 6.5984, time 307.63ms, mfu 23.87%, comm 0.0000s (0.0%), BW 0.00 GB/s, collectives 0, tokens/s 53258.6, gpu_util 99.5%
iter 30: loss 5.5420, time 307.48ms, mfu 23.87%, comm 0.0000s (0.0%), BW 0.00 GB/s, collectives 0, tokens/s 53285.2, gpu_util 99.2%
iter 40: loss 4.9808, time 307.73ms, mfu 23.87%, comm 0.0000s (0.0%), BW 0.00 GB/s, collectives 0, tokens/s 53241.3, gpu_util 99.5%
iter 50: loss 4.3430, time 307.59ms, mfu 23.86%, comm 0.0000s (0.0%), BW 0.00 GB/s, collectives 0, tokens/s 53265.0, gpu_util 99.2%
iter 60: loss 4.1260, time 307.56ms, mfu 23.86%, comm 0.0000s (0.0%), BW 0.00 GB/s, collectives 0, tokens/s 53271.3, gpu_util 99.5%
iter 70: loss 3.8891, time 308.11ms, mfu 23.86%, comm 0.0000s (0.0%), BW 0.00 GB/s, collectives 0, tokens/s 53176.2, gpu_util 99.0%
iter 80: loss 3.6801, time 308.35ms, mfu 23.85%, comm 0.0000s (0.0%), BW 0.00 GB/s, collectives 0, tokens/s 53133.6, gpu_util 99.5%
iter 90: loss 3.4734, time 308.27ms, mfu 23.85%, comm 0.0000s (0.0%), BW 0.00 GB/s, collectives 0, tokens/s 53149.0, gpu_util 99.5%
iter 100: loss 3.3321, time 308.15ms, mfu 23.84%, comm 0.0000s (0.0%), BW 0.00 GB/s, collectives 0, tokens/s 53169.4, gpu_util 99.5%
iter 110: loss 3.4466, time 307.95ms, mfu 23.84%, comm 0.0000s (0.0%), BW 0.00 GB/s, collectives 0, tokens/s 53203.6, gpu_util 99.2%
iter 120: loss 3.3825, time 308.19ms, mfu 23.84%, comm 0.0000s (0.0%), BW 0.00 GB/s, collectives 0, tokens/s 53161.4, gpu_util 99.5%
iter 130: loss 3.2891, time 308.16ms, mfu 23.83%, comm 0.0000s (0.0%), BW 0.00 GB/s, collectives 0, tokens/s 53166.4, gpu_util 99.2%
iter 140: loss 3.3354, time 308.34ms, mfu 23.83%, comm 0.0000s (0.0%), BW 0.00 GB/s, collectives 0, tokens/s 53136.8, gpu_util 100.0%
iter 150: loss 3.3303, time 308.54ms, mfu 23.82%, comm 0.0000s (0.0%), BW 0.00 GB/s, collectives 0, tokens/s 53101.8, gpu_util 99.2%
iter 160: loss 3.3507, time 308.11ms, mfu 23.82%, comm 0.0000s (0.0%), BW 0.00 GB/s, collectives 0, tokens/s 53176.3, gpu_util 99.2%
iter 170: loss 3.3539, time 308.51ms, mfu 23.82%, comm 0.0000s (0.0%), BW 0.00 GB/s, collectives 0, tokens/s 53106.2, gpu_util 99.0%
iter 180: loss 3.2659, time 308.42ms, mfu 23.81%, comm 0.0000s (0.0%), BW 0.00 GB/s, collectives 0, tokens/s 53122.7, gpu_util 99.2%
iter 190: loss 3.3172, time 308.26ms, mfu 23.81%, comm 0.0000s (0.0%), BW 0.00 GB/s, collectives 0, tokens/s 53150.7, gpu_util 99.2%
iter 200: loss 3.3238, time 308.33ms, mfu 23.81%, comm 0.0000s (0.0%), BW 0.00 GB/s, collectives 0, tokens/s 53137.5, gpu_util 99.0%
iter 210: loss 3.3791, time 308.85ms, mfu 23.81%, comm 0.0000s (0.0%), BW 0.00 GB/s, collectives 0, tokens/s 53048.5, gpu_util 99.5%
iter 220: loss 3.3113, time 308.39ms, mfu 23.80%, comm 0.0000s (0.0%), BW 0.00 GB/s, collectives 0, tokens/s 53127.2, gpu_util 99.8%
iter 230: loss 3.2752, time 308.34ms, mfu 23.80%, comm 0.0000s (0.0%), BW 0.00 GB/s, collectives 0, tokens/s 53135.7, gpu_util 99.2%
iter 240: loss 3.3530, time 308.42ms, mfu 23.80%, comm 0.0000s (0.0%), BW 0.00 GB/s, collectives 0, tokens/s 53122.4, gpu_util 99.5%
step 250: train loss 3.3074, val loss 3.3443
saving checkpoint to out-shakespeare-char
iter 250: loss 3.3180, time 42951.32ms, mfu 21.44%, comm 0.0000s (0.0%), BW 0.00 GB/s, collectives 0, tokens/s 381.5, gpu_util 100.0%
iter 260: loss 3.2879, time 307.65ms, mfu 21.68%, comm 0.0000s (0.0%), BW 0.00 GB/s, collectives 0, tokens/s 53254.7, gpu_util 99.5%
